tid,cls,row,col,class_name
93,3,1612,3810,juveniles
93,3,1693,3004,juveniles
93,3,1713,3929,juveniles
93,3,1715,4066,juveniles
93,3,1724,4086,juveniles
93,3,1748,3049,juveniles
93,3,1749,4027,juveniles
93,3,1757,3109,juveniles
93,3,1758,2914,juveniles
93,3,1762,4011,juveniles
93,3,1766,4101,juveniles
93,3,1769,3152,juveniles
93,3,1768,4053,juveniles
93,3,1769,4026,juveniles
93,3,1776,4083,juveniles
93,3,1778,1762,juveniles
93,3,1778,4098,juveniles
93,3,1784,4030,juveniles
93,3,1794,4089,juveniles
93,3,1796,4027,juveniles
93,3,1799,1789,juveniles
93,3,1808,4061,juveniles
93,3,1808,4111,juveniles
93,3,1818,1807,juveniles
93,3,1818,1826,juveniles
93,3,1820,1746,juveniles
93,3,1822,1778,juveniles
93,3,1822,4022,juveniles
93,3,1832,2654,juveniles
93,3,1832,4088,juveniles
93,3,1840,1778,juveniles
93,3,1848,3088,juveniles
93,3,1851,3000,juveniles
93,3,1871,1830,juveniles
93,3,1876,2730,juveniles
93,3,1879,2244,juveniles
93,3,1886,1849,juveniles
93,3,1886,3035,juveniles
93,3,1904,2694,juveniles
93,3,1915,2710,juveniles
93,3,1934,2680,juveniles
93,3,1938,2669,juveniles
93,3,1951,2599,juveniles
93,3,1980,2753,juveniles
93,3,1995,2461,juveniles
93,3,2020,2317,juveniles
93,3,2050,2299,juveniles
93,3,2096,1912,juveniles
93,3,2123,2143,juveniles
93,3,2159,2174,juveniles
93,3,2255,2523,juveniles
93,3,2466,2431,juveniles
93,3,2600,2651,juveniles
93,3,2614,2310,juveniles
93,3,2760,2724,juveniles
93,3,3099,2934,juveniles
93,3,3173,3033,juveniles
93,3,3181,3009,juveniles
93,3,3381,2216,juveniles
93,3,3481,2339,juveniles
93,3,3498,2374,juveniles
93,4,1599,2536,pups
93,4,1668,2414,pups
93,4,1678,2461,pups
93,4,1679,2217,pups
93,4,1687,2146,pups
93,4,1758,2137,pups
93,4,1778,2705,pups
93,4,1808,2658,pups
93,4,1814,2598,pups
93,4,1822,2306,pups
93,4,1854,2421,pups
93,4,1865,1747,pups
93,4,1872,2537,pups
93,4,1882,2550,pups
93,4,2030,2077,pups
93,4,2061,2020,pups
93,4,2065,2133,pups
93,4,2070,2050,pups
93,4,2077,1994,pups
93,4,2086,1980,pups
93,4,2099,1976,pups
93,4,2116,2068,pups
93,4,2124,1985,pups
93,4,2154,1941,pups
93,4,2209,2025,pups
93,4,2227,2235,pups
93,4,2258,2133,pups
93,4,2289,1921,pups
93,4,2294,2277,pups
93,4,2304,2151,pups
93,4,2305,2018,pups
93,4,2322,2236,pups
93,4,2328,2173,pups
93,4,2380,1932,pups
93,4,2380,2052,pups
93,4,2383,2016,pups
93,4,2424,2127,pups
93,4,2454,2207,pups
93,4,2497,2285,pups
93,4,2602,2457,pups
93,4,2695,2358,pups
93,4,2740,2464,pups
93,4,2797,2082,pups
93,4,2801,2553,pups
93,4,2832,2189,pups
93,4,2836,2546,pups
93,4,2874,2401,pups
93,4,2888,2132,pups
93,4,2893,2785,pups
93,4,2901,2450,pups
93,4,2915,2342,pups
93,4,2979,2360,pups
93,4,3019,2292,pups
93,4,3041,2568,pups
93,4,3070,2468,pups
93,4,3070,2492,pups
93,4,3105,2233,pups
93,4,3125,2802,pups
93,4,3153,2195,pups
93,4,3172,2217,pups
93,4,3213,2147,pups
93,4,3229,2086,pups
94,0,556,2736,adult_males
94,0,1713,2571,adult_males
94,0,1756,3937,adult_males
94,0,2101,3306,adult_males
94,1,751,3150,subadult_males
94,1,1649,3792,subadult_males
94,1,1825,3774,subadult_males
94,1,2361,2946,subadult_males
94,2,407,3140,adult_females
94,2,535,1311,adult_females
94,2,768,2633,adult_females
94,2,922,2871,adult_females
94,2,925,2785,adult_females
94,2,1012,2820,adult_females
94,2,1102,1921,adult_females
94,2,1306,2383,adult_females
94,2,1354,2296,adult_females
94,2,1392,3734,adult_females
94,2,1760,3409,adult_females
94,2,1766,3239,adult_females
94,2,1816,4552,adult_females
94,2,1870,4579,adult_females
94,2,2208,4392,adult_females
94,2,2721,1986,adult_females
94,2,2822,2118,adult_females
95,0,1362,2887,adult_males
95,0,2168,3869,adult_males
95,0,2294,2904,adult_males
95,0,2386,3142,adult_males
95,0,2390,4236,adult_males
95,2,1408,2819,adult_females
95,2,1420,2881,adult_females
95,2,2185,4104,adult_females
95,2,2207,4124,adult_females
95,2,2247,3999,adult_females
95,2,2269,4166,adult_females
95,2,2284,4004,adult_females
95,2,2296,4046,adult_females
95,2,2315,4076,adult_females
95,2,2340,2870,adult_females
95,2,2368,4292,adult_females
95,2,2369,4042,adult_females
95,2,2391,3992,adult_females
95,2,2403,4062,adult_females
95,2,2405,4157,adult_females
95,2,2424,4063,adult_females
95,2,2446,4088,adult_females
95,2,2464,4236,adult_females
95,2,2473,4111,adult_females
95,3,1308,2912,juveniles
95,3,1320,2900,juveniles
95,3,1355,2948,juveniles
95,3,1406,2988,juveniles
95,3,1421,2834,juveniles
95,3,1429,2830,juveniles
95,3,2170,4073,juveniles
95,3,2189,4064,juveniles
95,3,2203,4107,juveniles
95,3,2210,4074,juveniles
95,3,2223,4103,juveniles
95,3,2231,3969,juveniles
95,3,2230,4114,juveniles
95,3,2232,4070,juveniles
95,3,2234,4082,juveniles
95,3,2234,4122,juveniles
95,3,2246,3979,juveniles
95,3,2251,4075,juveniles
95,3,2252,4124,juveniles
95,3,2254,4014,juveniles
95,3,2263,4110,juveniles
95,3,2264,4036,juveniles
95,3,2264,4074,juveniles
95,3,2267,4137,juveniles
95,3,2277,3998,juveniles
95,3,2283,4077,juveniles
95,3,2284,3972,juveniles
95,3,2284,4189,juveniles
95,3,2286,4104,juveniles
95,3,2290,4134,juveniles
95,3,2294,4176,juveniles
95,3,2298,4081,juveniles
95,3,2302,4190,juveniles
95,3,2306,4202,juveniles
95,3,2308,4140,juveniles
95,3,2314,3971,juveniles
95,3,2324,4215,juveniles
95,3,2340,4035,juveniles
95,3,2344,3969,juveniles
95,3,2347,4011,juveniles
95,3,2369,4261,juveniles
95,3,2371,4018,juveniles
95,3,2370,4251,juveniles
95,3,2372,4069,juveniles
95,3,2387,4305,juveniles
95,3,2394,4041,juveniles
95,3,2404,4260,juveniles
95,3,2409,4308,juveniles
95,3,2410,4039,juveniles
95,3,2412,4173,juveniles
95,3,2413,4222,juveniles
95,3,2423,4225,juveniles
95,3,2427,4092,juveniles
95,3,2427,4257,juveniles
95,3,2434,4322,juveniles
95,3,2450,4240,juveniles
95,3,2457,4121,juveniles
95,3,2464,4080,juveniles
96,0,570,2710,adult_males
96,0,753,2681,adult_males
96,0,933,2925,adult_males
96,0,942,2435,adult_males
96,0,1206,3250,adult_males
96,0,1213,2948,adult_males
96,0,1302,2833,adult_males
96,0,1362,3117,adult_males
96,0,1394,3207,adult_males
96,1,470,1857,subadult_males
96,1,623,2089,subadult_males
96,1,836,2510,subadult_males
96,2,708,2582,adult_females
96,2,719,2764,adult_females
96,2,722,2743,adult_females
96,2,728,2647,adult_females
96,2,729,2720,adult_females
96,2,734,2431,adult_females
96,2,734,2616,adult_females
96,2,738,2742,adult_females
96,2,737,2782,adult_females
96,2,740,2806,adult_females
96,2,741,2559,adult_females
96,2,741,2728,adult_females
96,2,743,2709,adult_females
96,2,747,2598,adult_females
96,2,749,2758,adult_females
96,2,750,2704,adult_females
96,2,750,2734,adult_females
96,2,751,2841,adult_females
96,2,752,2891,adult_females
96,2,755,2824,adult_females
96,2,757,2876,adult_females
96,2,759,2810,adult_females
96,2,760,2718,adult_females
96,2,760,2858,adult_females
96,2,764,2642,adult_females
96,2,764,2748,adult_females
96,2,766,2740,adult_females
96,2,766,2827,adult_females
96,2,766,2942,adult_females
96,2,767,2776,adult_females
96,2,767,2926,adult_females
96,2,769,2691,adult_females
96,2,770,2511,adult_females
96,2,771,2722,adult_females
96,2,772,2792,adult_females
96,2,773,2736,adult_females
96,2,773,2536,adult_females
96,2,775,2874,adult_females
96,2,775,2658,adult_females
96,2,778,2554,adult_females
96,2,785,2829,adult_females
96,2,790,2858,adult_females
96,2,790,2897,adult_females
96,2,791,2537,adult_females
96,2,791,2883,adult_females
96,2,793,2490,adult_females
96,2,792,2519,adult_females
96,2,795,2834,adult_females
96,2,796,2442,adult_females
96,2,797,2657,adult_females
96,2,803,2940,adult_females
96,2,804,2464,adult_females
96,2,809,2888,adult_females
96,2,812,2423,adult_females
96,2,814,2980,adult_females
96,2,815,2870,adult_females
96,2,817,2527,adult_females
96,2,822,3005,adult_females
96,2,824,2911,adult_females
96,2,824,2969,adult_females
96,2,827,2931,adult_females
96,2,828,2884,adult_females
96,2,830,2842,adult_females
96,2,838,2958,adult_females
96,2,848,2909,adult_females
96,2,857,2973,adult_females
96,2,866,2930,adult_females
96,2,885,2969,adult_females
96,2,890,2913,adult_females
96,2,894,2194,adult_females
96,2,896,2405,adult_females
96,2,904,2989,adult_females
96,2,907,2428,adult_females
96,2,909,2530,adult_females
96,2,913,2214,adult_females
96,2,923,2388,adult_females
96,2,937,2972,adult_females
96,2,944,2411,adult_females
96,2,945,2391,adult_females
96,2,950,2888,adult_females
96,2,962,2250,adult_females
96,2,965,2397,adult_females
96,2,974,2958,adult_females
96,2,984,2932,adult_females
96,2,996,2402,adult_females
96,2,1040,2926,adult_females
96,2,1057,2350,adult_females
96,2,1071,2933,adult_females
96,2,1084,2340,adult_females
96,2,1085,3040,adult_females
96,2,1089,2372,adult_females
96,2,1094,2919,adult_females
96,2,1096,3072,adult_females
96,2,1107,2467,adult_females
96,2,1112,3036,adult_females
96,2,1113,2948,adult_females
96,2,1114,3012,adult_females
96,2,1117,2900,adult_females
96,2,1123,2412,adult_females
96,2,1124,3159,adult_females
96,2,1126,3077,adult_females
96,2,1129,3102,adult_females
96,2,1134,2927,adult_females
96,2,1134,3142,adult_females
96,2,1138,3125,adult_females
96,2,1153,3039,adult_females
96,2,1159,3066,adult_females
96,2,1170,2904,adult_females
96,2,1170,3128,adult_females
96,2,1171,3200,adult_females
96,2,1183,3252,adult_females
96,2,1188,2987,adult_females
96,2,1214,3177,adult_females
96,2,1216,2886,adult_females
96,2,1218,3104,adult_females
96,2,1222,3241,adult_females
96,2,1226,3135,adult_females
96,2,1226,3018,adult_females
96,2,1230,3265,adult_females
96,2,1240,3175,adult_females
96,2,1242,3286,adult_females
96,2,1245,3010,adult_females
96,2,1247,2869,adult_females
96,2,1252,3252,adult_females
96,2,1254,3137,adult_females
96,2,1257,2896,adult_females
96,2,1257,2904,adult_females
96,2,1259,2970,adult_females
96,2,1260,3092,adult_females
96,2,1263,2234,adult_females
96,2,1266,3240,adult_females
96,2,1274,3016,adult_females
96,2,1278,3005,adult_females
96,2,1282,3226,adult_females
96,2,1284,3158,adult_females
96,2,1286,3186,adult_females
96,2,1287,2752,adult_females
96,2,1287,2926,adult_females
96,2,1288,2817,adult_females
96,2,1294,3107,adult_females
96,2,1298,3281,adult_females
96,2,1302,2757,adult_females
96,2,1308,3094,adult_females
96,2,1310,3002,adult_females
96,2,1312,3200,adult_females
96,2,1313,2759,adult_females
96,2,1320,2743,adult_females
96,2,1320,3262,adult_females
96,2,1326,2841,adult_females
96,2,1332,2879,adult_females
96,2,1334,3146,adult_females
96,2,1340,3073,adult_females
96,2,1343,2906,adult_females
96,2,1345,3018,adult_females
96,2,1350,3246,adult_females
96,2,1352,3071,adult_females
96,2,1356,3056,adult_females
96,2,1368,3256,adult_females
96,2,1373,2961,adult_females
96,2,1379,3030,adult_females
96,2,1388,3147,adult_females
96,2,1400,3253,adult_females
96,2,1406,3108,adult_females
96,2,1410,3034,adult_females
96,2,1450,3177,adult_females
96,2,1460,3097,adult_females
96,2,1468,3058,adult_females
96,3,1153,3252,juveniles
96,3,1200,3049,juveniles
96,3,1261,3006,juveniles
96,3,1281,2681,juveniles
96,3,1285,2790,juveniles
98,1,1100,2660,subadult_males
98,1,1201,2477,subadult_males
98,1,1277,4781,subadult_males
98,1,1314,4861,subadult_males
98,1,1784,3986,subadult_males
98,1,1798,4141,subadult_males
99,0,1257,3478,adult_males
99,0,1637,3929,adult_males
99,0,2047,3942,adult_males
99,1,2277,4219,subadult_males
99,2,644,3992,adult_females
99,2,736,4060,adult_females
99,2,738,4017,adult_females
99,2,844,3968,adult_females
99,2,1596,4155,adult_females
99,2,1600,3998,adult_females
99,2,1663,4253,adult_females
99,2,1889,4151,adult_females
99,2,2018,4294,adult_females
99,2,2023,4337,adult_females
99,2,2097,4175,adult_females
99,3,669,4002,juveniles
99,3,784,4053,juveniles
99,3,817,4042,juveniles
99,3,828,4002,juveniles
99,3,835,4033,juveniles
99,3,1545,3956,juveniles
99,3,1559,3941,juveniles
99,3,1573,4081,juveniles
99,3,1575,3926,juveniles
99,3,1594,4044,juveniles
99,3,1597,3971,juveniles
99,3,1607,4186,juveniles
99,3,1628,4046,juveniles
99,3,1630,4214,juveniles
99,3,1653,4312,juveniles
99,3,1674,3918,juveniles
99,3,1678,3977,juveniles
99,3,1680,4296,juveniles
99,3,1682,3898,juveniles
99,3,1691,3939,juveniles
99,3,1700,4271,juveniles
99,3,1705,3979,juveniles
99,3,1709,3914,juveniles
99,3,1716,3935,juveniles
99,3,1764,4306,juveniles
99,3,1812,4331,juveniles
99,3,1841,4307,juveniles
99,3,1850,4166,juveniles
99,3,1850,4193,juveniles
99,3,1856,4286,juveniles
99,3,1864,4185,juveniles
99,3,1869,4162,juveniles
99,3,1870,4306,juveniles
99,3,1873,4258,juveniles
99,3,1877,4185,juveniles
99,3,1880,4286,juveniles
99,3,1893,4196,juveniles
99,3,1894,4306,juveniles
99,3,1902,4123,juveniles
99,3,1910,4187,juveniles
99,3,1912,4269,juveniles
99,3,1924,4182,juveniles
99,3,1942,4177,juveniles
99,3,1988,4200,juveniles
99,3,1994,4159,juveniles
99,3,2028,4198,juveniles
99,3,2035,4249,juveniles
99,3,2059,4271,juveniles
99,3,2070,4285,juveniles
99,3,2078,4132,juveniles
99,3,2081,4242,juveniles
99,3,2081,4267,juveniles
99,3,2087,4120,juveniles
99,3,2088,4199,juveniles
99,3,2098,4220,juveniles
99,3,2101,4110,juveniles
99,3,2112,4241,juveniles
99,3,2115,4152,juveniles
99,3,2120,4344,juveniles
99,3,2122,4187,juveniles
99,3,2131,4167,juveniles
99,3,2136,4273,juveniles
99,3,2143,4177,juveniles
99,3,2150,4242,juveniles
99,3,2157,4198,juveniles
99,3,2158,4166,juveniles
99,3,2198,4154,juveniles
99,3,2246,4005,juveniles
100,0,923,2740,adult_males
100,0,942,3238,adult_males
100,0,1131,2800,adult_males
100,0,1257,2389,adult_males
100,0,1440,2806,adult_males
100,0,1530,3000,adult_males
100,0,1546,3116,adult_males
100,0,1716,3038,adult_males
100,0,1927,2734,adult_males
100,0,2116,3053,adult_males
100,0,2308,2601,adult_males
100,0,2430,3246,adult_males
100,1,1876,2534,subadult_males
100,1,2274,2893,subadult_males
100,1,2485,2743,subadult_males
100,2,1136,2977,adult_females
100,2,1139,3240,adult_females
100,2,1146,3142,adult_females
100,2,1164,3308,adult_females
100,2,1215,2561,adult_females
100,2,1218,3101,adult_females
100,2,1222,3192,adult_females
100,2,1234,2897,adult_females
100,2,1283,3371,adult_females
100,2,1298,3047,adult_females
100,2,1319,3264,adult_females
100,2,1331,3105,adult_females
100,2,1361,3280,adult_females
100,2,1400,3150,adult_females
100,2,1407,3198,adult_females
100,2,1418,3253,adult_females
100,2,1440,3094,adult_females
100,2,1474,3136,adult_females
100,2,1510,3150,adult_females
100,2,1520,3259,adult_females
100,2,1548,2559,adult_females
100,2,1551,3202,adult_females
100,2,1584,3092,adult_females
100,2,1605,3174,adult_females
100,2,1615,3280,adult_females
100,2,1634,3039,adult_females
100,2,1658,3193,adult_females
100,2,1664,3101,adult_females
100,2,1688,3072,adult_females
100,2,1732,3065,adult_females
100,2,1744,3159,adult_females
100,2,1752,3222,adult_females
100,2,1752,3032,adult_females
100,2,1763,3094,adult_females
100,2,1782,3042,adult_females
100,2,1794,3170,adult_females
100,2,1813,3010,adult_females
100,2,1837,3151,adult_females
100,2,1842,3077,adult_females
100,2,1854,2897,adult_females
100,2,1862,2959,adult_females
100,2,1904,2897,adult_females
100,2,1908,3004,adult_females
100,2,1926,2936,adult_females
100,2,1931,3065,adult_females
100,2,1941,2934,adult_females
100,2,1955,2975,adult_females
100,2,2010,2982,adult_females
100,2,2026,3056,adult_females
100,2,2521,3103,adult_females
100,3,1123,3139,juveniles
100,3,1129,3259,juveniles
100,3,1247,3033,juveniles
100,4,1161,3148,pups
100,4,1231,3100,pups
100,4,1329,3246,pups
100,4,1356,3137,pups
100,4,1414,3217,pups
100,4,1507,3274,pups
100,4,1535,3217,pups
100,4,1594,3301,pups
100,4,1613,3164,pups
100,4,1658,3226,pups
100,4,1677,3117,pups
100,4,1740,3048,pups
100,4,1756,3153,pups
100,4,1763,3061,pups
100,4,1774,3146,pups
100,4,1789,3198,pups
100,4,1791,3057,pups
100,4,1823,3161,pups
100,4,1843,2901,pups
100,4,1853,2976,pups
100,4,1879,2897,pups
100,4,1918,2951,pups
100,4,1918,3039,pups
100,4,1937,3034,pups
100,4,2001,2993,pups
100,4,2013,3055,pups
100,4,2529,3117,pups
101,0,1104,3166,adult_males
101,0,1191,2692,adult_males
101,0,1308,2452,adult_males
101,0,1355,2877,adult_males
101,0,1406,3018,adult_males
101,0,1519,2763,adult_males
101,0,1578,3128,adult_males
101,0,1678,2834,adult_males
101,0,1695,2545,adult_males
101,0,1906,2988,adult_males
101,2,1054,3017,adult_females
101,2,1130,3286,adult_females
101,2,1154,3298,adult_females
101,2,1187,3238,adult_females
101,2,1226,2948,adult_females
101,2,1233,3031,adult_females
101,2,1234,3337,adult_females
101,2,1242,2936,adult_females
101,2,1251,3194,adult_females
101,2,1270,3274,adult_females
101,2,1270,2795,adult_females
101,2,1337,3054,adult_females
101,2,1346,3064,adult_females
101,2,1359,2950,adult_females
101,2,1362,2606,adult_females
101,2,1370,3000,adult_females
101,2,1373,3032,adult_females
101,2,1385,2592,adult_females
101,2,1404,2936,adult_females
101,2,1412,3154,adult_females
101,2,1414,2528,adult_females
101,2,1416,2903,adult_females
101,2,1425,2443,adult_females
101,2,1431,2836,adult_females
101,2,1430,2917,adult_females
101,2,1430,3274,adult_females
101,2,1431,2742,adult_females
101,2,1437,3021,adult_females
101,2,1442,2915,adult_females
101,2,1445,2860,adult_females
101,2,1454,2426,adult_females
101,2,1456,2799,adult_females
101,2,1460,2928,adult_females
101,2,1461,2867,adult_females
101,2,1460,2956,adult_females
101,2,1466,2629,adult_females
101,2,1471,3017,adult_females
101,2,1473,2810,adult_females
101,2,1474,2760,adult_females
101,2,1477,3079,adult_females
101,2,1486,3048,adult_females
101,2,1487,2906,adult_females
101,2,1488,2940,adult_females
101,2,1510,2872,adult_females
101,2,1530,2740,adult_females
101,2,1531,2866,adult_females
101,2,1531,3098,adult_females
101,2,1536,3197,adult_females
101,2,1537,3157,adult_females
101,2,1544,3054,adult_females
101,2,1547,3033,adult_females
101,2,1549,2993,adult_females
101,2,1550,3127,adult_females
101,2,1550,2839,adult_females
101,2,1554,2767,adult_females
101,2,1556,2744,adult_females
101,2,1555,2858,adult_females
101,2,1558,3067,adult_females
101,2,1561,3210,adult_females
101,2,1578,3062,adult_females
101,2,1578,3001,adult_females
101,2,1585,2969,adult_females
101,2,1590,2748,adult_females
101,2,1592,2941,adult_females
101,2,1601,3062,adult_females
101,2,1604,2997,adult_females
101,2,1614,3092,adult_females
101,2,1616,3042,adult_females
101,2,1641,3056,adult_females
101,2,1645,3038,adult_females
101,2,1655,3098,adult_females
101,2,1659,2988,adult_females
101,2,1660,3014,adult_females
101,2,1665,3028,adult_females
101,2,1666,2952,adult_females
101,2,1681,2914,adult_females
101,2,1689,2966,adult_females
101,2,1734,2860,adult_females
101,2,1739,3048,adult_females
101,2,1753,2899,adult_females
101,2,1753,2960,adult_females
101,2,1763,2841,adult_females
101,2,1764,3052,adult_females
101,2,1775,2889,adult_females
101,2,1796,2804,adult_females
101,3,1087,2688,juveniles
101,3,1172,2894,juveniles
101,3,1182,3198,juveniles
101,3,1188,2955,juveniles
101,3,1256,2930,juveniles
101,3,1304,2889,juveniles
101,3,1306,3254,juveniles
101,3,1311,3279,juveniles
101,3,1350,2362,juveniles
101,3,1384,2939,juveniles
101,3,1440,2825,juveniles
101,3,1454,2907,juveniles
101,3,1455,2776,juveniles
101,3,1457,3224,juveniles
101,3,1471,2982,juveniles
101,3,1472,3062,juveniles
101,3,1472,2878,juveniles
101,3,1478,3173,juveniles
101,3,1490,3167,juveniles
101,3,1494,2874,juveniles
101,3,1510,3084,juveniles
101,3,1525,2985,juveniles
101,3,1526,2893,juveniles
101,3,1531,3175,juveniles
101,3,1537,3127,juveniles
101,3,1539,2857,juveniles
101,3,1550,3237,juveniles
101,3,1556,3226,juveniles
101,3,1562,3002,juveniles
101,3,1593,3026,juveniles
101,3,1594,3046,juveniles
101,3,1607,3098,juveniles
101,3,1609,2840,juveniles
101,3,1619,2735,juveniles
101,3,1627,2896,juveniles
101,3,1628,3014,juveniles
101,3,1636,3093,juveniles
101,3,1637,2975,juveniles
101,3,1656,2913,juveniles
101,3,1659,2976,juveniles
101,3,1685,2891,juveniles
101,3,1718,2817,juveniles
101,3,1730,2798,juveniles
101,3,1735,2814,juveniles
101,3,1741,2603,juveniles
101,3,1759,2613,juveniles
101,3,1762,2796,juveniles
101,3,1772,2927,juveniles
101,3,1785,2816,juveniles
101,3,1802,2845,juveniles
101,3,1860,2965,juveniles
101,3,2020,2836,juveniles
101,3,2029,2782,juveniles
101,3,2057,3264,juveniles
101,3,2061,3229,juveniles
101,3,2102,3198,juveniles
102,0,1185,4400,adult_males
102,0,1186,524,adult_males
102,0,1206,3194,adult_males
102,0,1246,2870,adult_males
102,0,1634,3892,adult_males
102,0,1898,49,adult_males
102,0,2068,3472,adult_males
102,0,2096,2699,adult_males
102,0,2192,650,adult_males
102,0,2408,3663,adult_males
102,0,2632,3206,adult_males
102,0,2638,5,adult_males
102,0,3014,4250,adult_males
102,2,759,4965,adult_females
102,2,766,4298,adult_females
102,2,786,4541,adult_females
102,2,842,4592,adult_females
102,2,888,4863,adult_females
102,2,896,4792,adult_females
102,2,926,4362,adult_females
102,2,950,4559,adult_females
102,2,1017,4749,adult_females
102,2,1049,4242,adult_females
102,2,1071,4884,adult_females
102,2,1074,4088,adult_females
102,2,1085,4973,adult_females
102,2,1133,740,adult_females
102,2,1135,3864,adult_females
102,2,1145,4633,adult_females
102,2,1181,400,adult_females
102,2,1206,4089,adult_females
102,2,1250,576,adult_females
102,2,1249,4519,adult_females
102,2,1251,4238,adult_females
102,2,1252,4932,adult_females
102,2,1306,677,adult_females
102,2,1306,4552,adult_females
102,2,1324,3552,adult_females
102,2,1332,590,adult_females
102,2,1361,797,adult_females
102,2,1385,4244,adult_females
102,2,1396,4362,adult_females
102,2,1399,615,adult_females
102,2,1404,4642,adult_females
102,2,1478,3876,adult_females
102,2,1514,4113,adult_females
102,2,1597,3582,adult_females
102,2,1600,4648,adult_females
102,2,1620,4222,adult_females
102,2,1620,4792,adult_females
102,2,1629,4430,adult_females
102,2,1644,4108,adult_females
102,2,1683,811,adult_females
102,2,1704,3304,adult_females
102,2,1776,116,adult_females
102,2,1821,1205,adult_females
102,2,1887,3950,adult_females
102,2,1907,2653,adult_females
102,2,1913,4416,adult_females
102,2,1921,4494,adult_females
102,2,1938,150,adult_females
102,2,1954,4221,adult_females
102,2,1956,956,adult_females
102,2,1999,4066,adult_females
102,2,2024,4574,adult_females
102,2,2034,2554,adult_females
102,2,2042,3872,adult_females
102,2,2050,340,adult_females
102,2,2053,1044,adult_females
102,2,2053,4705,adult_females
102,2,2076,87,adult_females
102,2,2080,3896,adult_females
102,2,2137,4446,adult_females
102,2,2151,42,adult_females
102,2,2190,2628,adult_females
102,2,2205,4021,adult_females
102,2,2269,4128,adult_females
102,2,2304,442,adult_females
102,2,2308,4474,adult_females
102,2,2357,260,adult_females
102,2,2421,1250,adult_females
102,2,2437,3272,adult_females
102,2,2507,4162,adult_females
102,2,2523,490,adult_females
102,2,2583,4061,adult_females
102,2,2589,434,adult_females
102,2,2599,4249,adult_females
102,2,2722,4027,adult_females
102,2,2725,497,adult_females
102,2,2784,729,adult_females
102,2,2822,1971,adult_females
102,2,2831,172,adult_females
102,2,2851,114,adult_females
102,2,2914,3490,adult_females
102,2,2952,675,adult_females
102,2,2955,172,adult_females
102,2,2976,3423,adult_females
102,2,3008,3406,adult_females
102,2,3059,489,adult_females
102,2,3074,281,adult_females
102,2,3090,3665,adult_females
102,2,3132,3286,adult_females
102,2,3137,51,adult_females
102,2,3163,185,adult_females
102,2,3206,129,adult_females
102,3,1152,4858,juveniles
102,3,1834,2630,juveniles
102,3,2960,117,juveniles
102,4,713,4936,pups
102,4,797,4296,pups
102,4,830,4790,pups
102,4,953,4336,pups
102,4,978,4519,pups
102,4,1041,4972,pups
102,4,1049,4834,pups
102,4,1092,4235,pups
102,4,1120,4053,pups
102,4,1167,4606,pups
102,4,1195,4190,pups
102,4,1215,591,pups
102,4,1231,4911,pups
102,4,1239,641,pups
102,4,1245,3871,pups
102,4,1257,4282,pups
102,4,1261,4111,pups
102,4,1319,536,pups
102,4,1320,3525,pups
102,4,1340,4222,pups
102,4,1375,847,pups
102,4,1395,4313,pups
102,4,1413,709,pups
102,4,1429,4609,pups
102,4,1507,3879,pups
102,4,1566,4085,pups
102,4,1620,4609,pups
102,4,1625,3622,pups
102,4,1655,4187,pups
102,4,1655,4781,pups
102,4,1658,4463,pups
102,4,1685,4073,pups
102,4,1686,863,pups
102,4,1694,3261,pups
102,4,1779,153,pups
102,4,1794,2710,pups
102,4,1848,4241,pups
102,4,1853,4525,pups
102,4,1857,3990,pups
102,4,1859,1249,pups
102,4,1894,1059,pups
102,4,1908,175,pups
102,4,1913,4148,pups
102,4,1943,4398,pups
102,4,1977,1004,pups
102,4,1980,2565,pups
102,4,1988,4036,pups
102,4,2044,4503,pups
102,4,2070,1082,pups
102,4,2103,149,pups
102,4,2106,317,pups
102,4,2114,4656,pups
102,4,2180,4396,pups
102,4,2180,31,pups
102,4,2189,2662,pups
102,4,2211,4172,pups
102,4,2322,4438,pups
102,4,2368,284,pups
102,4,2370,445,pups
102,4,2430,1396,pups
102,4,2530,4053,pups
102,4,2568,422,pups
102,4,2603,3721,pups
102,4,2604,4210,pups
102,4,2605,622,pups
102,4,2758,3994,pups
102,4,2813,748,pups
102,4,2868,125,pups
102,4,2996,718,pups
102,4,3039,538,pups
102,4,3072,705,pups
102,4,3089,259,pups
102,4,3157,3244,pups
103,0,520,1326,adult_males
103,0,573,903,adult_males
103,0,1840,1502,adult_males
104,0,1046,4184,adult_males
104,0,1176,2248,adult_males
104,0,2340,3672,adult_males
104,1,1360,2401,subadult_males
104,1,1588,3084,subadult_males
104,1,1963,3800,subadult_males
104,2,549,2101,adult_females
104,2,553,2184,adult_females
104,2,598,2201,adult_females
104,2,743,2239,adult_females
104,2,786,4160,adult_females
104,2,792,2197,adult_females
104,2,823,2246,adult_females
104,2,828,4226,adult_females
104,2,925,2145,adult_females
104,2,1036,2231,adult_females
104,2,1078,2468,adult_females
104,2,1126,2178,adult_females
104,2,1133,2566,adult_females
104,2,1167,2512,adult_females
104,2,1186,2393,adult_females
104,2,1189,2119,adult_females
104,2,1194,2498,adult_females
104,2,1223,2421,adult_females
104,2,1244,2358,adult_females
104,2,1248,2189,adult_females
104,2,1254,2208,adult_females
104,2,1292,2356,adult_females
104,2,1421,3924,adult_females
104,2,1435,2994,adult_females
104,2,1462,2484,adult_females
104,2,1468,2936,adult_females
